# Loss 0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 
5568.74755859375, 5655.20849609375, 5612.78173828125, 5662.79052734375, 5526.4423828125, 5763.0634765625, 5459.06103515625, 5475.52099609375, 5418.712890625, 5385.947265625, 5570.1650390625, 5582.43408203125, 5468.896484375, 5605.86181640625, 5738.1865234375, 5411.12451171875, 5446.89453125, 5721.67578125, 5471.98681640625, 5666.89697265625, 5437.60205078125, 5604.328125, 5627.78857421875, 5574.9521484375, 5439.81640625, 5393.94580078125, 5508.7470703125, 5436.97314453125, 5569.91796875, 5606.13427734375, 5505.97802734375, 5630.10400390625, 177548.53125, 
5190.798828125, 5245.20654296875, 5193.89111328125, 5235.72412109375, 5157.40478515625, 5368.2099609375, 5046.79150390625, 5061.64306640625, 5041.3115234375, 4985.01806640625, 5159.66064453125, 5167.6162109375, 5083.2412109375, 5184.65380859375, 5316.83935546875, 5025.81591796875, 5054.9296875, 5319.28076171875, 5075.9990234375, 5223.990234375, 5033.2177734375, 5177.50146484375, 5204.76708984375, 5141.7900390625, 5045.00927734375, 4993.46923828125, 5095.10595703125, 5053.71630859375, 5158.314453125, 5183.60693359375, 5112.22265625, 5222.39794921875, 164559.484375, 
4946.224609375, 4993.60888671875, 4925.0263671875, 4999.4248046875, 4896.93896484375, 5099.91162109375, 4820.69140625, 4823.19091796875, 4803.8037109375, 4760.93798828125, 4905.22314453125, 4898.47265625, 4848.400390625, 4908.9970703125, 5056.8916015625, 4788.72314453125, 4824.50537109375, 5081.76220703125, 4807.37451171875, 4950.099609375, 4780.0654296875, 4919.65478515625, 4958.439453125, 4882.2958984375, 4811.8671875, 4758.8466796875, 4822.97509765625, 4812.42041015625, 4903.7587890625, 4925.880859375, 4865.33154296875, 4966.9794921875, 156548.71875, 
4765.42138671875, 4814.44677734375, 4727.59521484375, 4812.66650390625, 4708.78125, 4918.47119140625, 4650.59912109375, 4651.96044921875, 4610.91552734375, 4589.54638671875, 4727.60302734375, 4709.83251953125, 4664.92431640625, 4731.6396484375, 4872.83740234375, 4613.19482421875, 4663.41650390625, 4872.99267578125, 4636.06298828125, 4768.06298828125, 4620.658203125, 4739.0, 4784.3046875, 4684.65234375, 4635.48583984375, 4596.3876953125, 4651.9228515625, 4640.3828125, 4728.611328125, 4750.998046875, 4664.97509765625, 4797.78955078125, 150806.140625, 
4618.12109375, 4653.986328125, 4597.13037109375, 4671.16064453125, 4581.947265625, 4773.68701171875, 4527.087890625, 4521.58447265625, 4497.60302734375, 4455.49072265625, 4587.64111328125, 4585.67236328125, 4527.21240234375, 4600.6513671875, 4728.94384765625, 4484.3857421875, 4524.7041015625, 4732.05029296875, 4526.54150390625, 4646.1171875, 4497.17578125, 4604.994140625, 4636.62060546875, 4542.99853515625, 4500.57275390625, 4479.02490234375, 4525.30712890625, 4508.44921875, 4594.4140625, 4598.79443359375, 4543.0205078125, 4667.19189453125, 146540.234375, 
4518.84765625, 4548.2958984375, 4489.74072265625, 4577.51904296875, 4471.7861328125, 4670.7314453125, 4431.919921875, 4425.634765625, 4388.1728515625, 4361.51904296875, 4484.3408203125, 4484.1796875, 4425.30712890625, 4499.29833984375, 4626.21484375, 4381.8828125, 4424.0283203125, 4628.5166015625, 4421.98681640625, 4544.14111328125, 4399.0234375, 4515.60986328125, 4543.82958984375, 4449.1474609375, 4409.78466796875, 4371.70751953125, 4423.02880859375, 4417.91845703125, 4489.5107421875, 4510.521484375, 4451.77099609375, 4559.8447265625, 143345.53125, 
4446.044921875, 4485.2421875, 4423.42919921875, 4511.65966796875, 4394.76123046875, 4598.60400390625, 4363.51611328125, 4359.9833984375, 4328.1025390625, 4297.4609375, 4414.1279296875, 4418.90625, 4349.341796875, 4425.39990234375, 4536.560546875, 4319.42578125, 4354.818359375, 4563.4423828125, 4348.779296875, 4469.66455078125, 4325.4541015625, 4437.45458984375, 4465.689453125, 4370.41552734375, 4345.40966796875, 4304.55029296875, 4348.4453125, 4352.01025390625, 4418.25927734375, 4434.68212890625, 4371.7705078125, 4494.0244140625, 141077.390625, 
4396.251953125, 4439.2666015625, 4379.30908203125, 4464.79296875, 4357.20458984375, 4550.05517578125, 4314.14990234375, 4309.56005859375, 4277.029296875, 4259.107421875, 4364.943359375, 4364.88623046875, 4306.9716796875, 4376.865234375, 4486.62353515625, 4271.90966796875, 4314.51953125, 4521.71728515625, 4302.22216796875, 4419.10205078125, 4275.2578125, 4388.45947265625, 4424.572265625, 4326.1962890625, 4301.64990234375, 4263.2568359375, 4296.74951171875, 4287.90625, 4367.11865234375, 4395.51123046875, 4321.75341796875, 4434.58837890625, 139559.59375, 
4372.90478515625, 4409.1689453125, 4351.64208984375, 4436.36474609375, 4327.37646484375, 4519.123046875, 4294.4052734375, 4287.45947265625, 4250.8828125, 4231.07861328125, 4336.34912109375, 4339.8818359375, 4281.20068359375, 4355.49365234375, 4464.00048828125, 4246.87548828125, 4290.453125, 4495.763671875, 4275.29638671875, 4396.0205078125, 4254.208984375, 4359.73291015625, 4397.10546875, 4298.2685546875, 4270.05029296875, 4238.1005859375, 4272.72802734375, 4266.708984375, 4343.8681640625, 4370.8681640625, 4296.244140625, 4409.642578125, 138739.21875, 
